ID_encrypt,Start_Date,End_Date,1st_choice_elective_MW,2ndchoice_elective_MW,1st_choice_elective_TTh,2ndchoice_elective_TTh,Quarter
0x0150BE18C453C5F7E0D5501653922C6112DB445E602BB4B533D5B4BAEA76B175BF645D8830AC668BF3AFFE1C96A8D7A2BC15D4F30BF7523F92B8C09DFB6B54B097,2/2/2017 16:54,2/2/2017 17:30,Grammar In Use,English Through Movies,IELTS Preparation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x018A0E3104FEEC020E30446C82D82060DCA051B7322D4802A36A19B5B813BAC425585EFC4D345D9956DFE9C12021CB50F33F613AFFCC36A16A3796E8E396370C21,2/2/2017 16:49,2/2/2017 16:50,Business English,Public Speaking,Current Events,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x017972AEF7EC93C47E29218A15AC2B404CBF2BB3090E1D02019CD4C3B3E43E03D072E2EC95795EBF04695F31B93D9434F2C7F76A7F263DAFAD8C7E34F7DB6C4277,2/2/2017 15:34,2/2/2017 15:52,Active Listening and Speaking,Grammar In Use,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x017BC18EDF63DFA20CC274AF5BF1233994B243C4341C21773F3A8C2BA189751BE914A1FF5A118A55217BB1954102FC3119ACA07DF7D39C15898B1FFBEE64CDDCBF,2/2/2017 14:53,2/2/2017 15:30,Public Speaking,Grammar In Use,Word Play (Academic Vocabulary Development),TOEFL Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01EC02C00792915904B24EACAB3988969B9C63662E57F2D1FBD51B2D1B4672FC4E2C8EFAACD74B2B12EDF6BD643E557E458DC90ADBA8BA0F65B9218E3E75EB19EA,2/2/2017 13:02,2/2/2017 14:03,English Through Movies,Business English,English Through Drama,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x0114C951F90C5670CF9F13808C5E2DC4A7B34371E2A4ECF631249C9506548B0126DCF17BEDAFF953083D51701BC1B379068B8B718FD5E098AEF2B3370F7C9C756B,2/2/2017 12:48,2/2/2017 12:52,Grammar In Use,English Through Movies,American Pronunciation,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01EE6F7DD3524BDB64E1AF5A8DA805AAD4660472A06D7CC5DDB42DDDDB8FCF547E16FCCDE904610598FB2F0C82ABC1D5235328E8DCD5362DF71D04C2119E6F6E71,2/2/2017 12:47,2/2/2017 12:48,Business English,English Through Movies,American Pronunciation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01D4C8F7FA81066EF093EB00A45990DCE85926468F4B4FD85799C8159822BCEF0720C182B6408A40BC077A9432312ADA9D7A34EB9F4B94B98CB46F28B697701D80,2/2/2017 12:39,2/2/2017 12:40,Public Speaking,English Through Movies,Current Events,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01481D49D74647C57EE16E066ADF7FA3CC0505B9F6E08AE50505A2CCD69F3567D213C80147DF4B1EE640D7773D70FED0CD6E01795E05C7D62CA247CC701C4821D9,2/2/2017 12:38,2/2/2017 12:40,English Through Movies,Active Listening and Speaking,American Idioms and Slang,American Pronunciation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x013C74BDB6A23214839BBAFE7E2871B69CA2DD423635499473BE542B1A67034F67134475919E3BF590A2F0797B33D5BA830A459FE376E96A92B434FA3B3D1F533B,2/2/2017 12:11,2/2/2017 12:40,English Through Movies,Active Listening and Speaking,American Idioms and Slang,American Pronunciation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x0109AD5959D699B3C839D7873E0BFAF30DF61E3D2DBEEAA7968BEC8C137DDA8181C0A9FB62D7E823386527D827917C7E55E6249F04B3187EC026FBA9532BD1B217,2/2/2017 12:17,2/2/2017 12:21,English Through Movies,Active Listening and Speaking,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x0103E7D7FC389C1E614EB0AB80D03D212F9DD17E3C961400E32097AE1898B16E82BDB2703E24782674CA087E62559F80B375568633053EA9DE80FC0550754E1430,2/2/2017 12:11,2/2/2017 12:15,Public Speaking,English Through Movies,Current Events,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01076369AC935CC94D63E6B6E7647BD25549B045D52F463C562F02746C5B642E95DBDC98C74EAF5C22A4552E8BD0DAAE1BAA585EE11CD79CCF2EEF0CD0F2664671,2/2/2017 9:55,2/2/2017 10:08,College Workshop,College Workshop,American Pronunciation,American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x013DC946D7A154CED86C221759A100E3B234D96E7FEF1138A2B3E94F46A73DA729746E2C4E2B6F2355D79D5F874A4DF9976DEA4A92DDFC128ED73C34D54E0788C6,2/1/2017 19:43,2/2/2017 7:14,English Through Movies,Active Listening and Speaking,American Idioms and Slang,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01B228910DCF731574BB061C53CA543C954508DAB4002CA9396E008D8805687EFF3A7ECDEF6AEAE99482797F134C262EDFC8A0A71A95FDA81D655C20F7618E756A,2/2/2017 1:24,2/2/2017 1:27,Public Speaking,English Through Movies,American Pronunciation,English Through Drama,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01BE992F11BFCBBD08E1E2A7B2BD5EA74B61D98EE6FB5FB58707E571B4B1F7145291FFACFE3F509A4184A694E1BCE62B07939B89BC9DF78D8A3E8B9C5D624B5B49,2/1/2017 21:27,2/1/2017 21:31,Public Speaking,College Workshop,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x0120AC42C1F7FF5E03620CEEEAD157E858FBDFF672F9AF3C714CF3F56ED7A6E712D86DA67D770B231831B122D8484E015C45EF2C31DEE6ED2BFBB55EFBB8084612,2/1/2017 20:31,2/1/2017 20:44,Business English,Public Speaking,American Pronunciation,American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01BAAF34F6A054B3B15C5FB2C8CFDBD33B33DA36BD6F1ECB2F6E166A3B342D566BFA856CFF4A7B8ED706654A91C65B581BB19796DDB145F7C03C0C37BF275AF565,2/1/2017 19:10,2/1/2017 19:12,College Workshop,Grammar In Use,American Pronunciation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x0121AC34F41B120987A402576C642A2F6EB84B69E46C33266FAE56E43FA5C1DE1095B123A547DAFF3DB86355846E91AABE09B6BFF4B59A26430D845DAE38A1BE62,2/1/2017 18:21,2/2/2017 11:54,Public Speaking,Public Speaking,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x019606BE2DC95A15DBCC421D72E981FD2CC2C0A3DA230DB82CAC6E052859313C5A2DF66C6348644A7D978DC33B308EB068EE98DE11F8C5211DD63148F51289F186,10/22/2016 12:16,10/22/2016 12:18,College Workshop,Grammar In Use,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01DC293EED15A85243B50AB84CA642954DA5DD37FF5EA1D9233F3BBE8512E390369BBBB6655F0F80E17C1C455447A60B500B4AB8FAD820A5D71C2E646F6696B16E,10/22/2016 10:41,10/22/2016 10:43,English Through Movies,Active Listening and Speaking,TOEFL Preparation,TOEFL Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x014CAB82DCBD897662E37DB5FAE00C9694AD4FF05AB00864DECA1912ED557B1AC87C4A17913393F4D29B13212B122A30127C8917D899FD0515CAB899E0B4638BBD,10/22/2016 9:33,10/22/2016 9:36,Public Speaking,English Through Movies,American Pronunciation,IELTS Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01704D94958DBD2075174ED8CF38669BBBD29EBE14AEFD95211C5DD979E08A62A59D6DFDB10FFC5DE1A3701A72353B9083250ABC80BE60A59E413ABB92E4BA50B0,10/21/2016 23:44,10/21/2016 23:47,English Through Movies,Grammar In Use,IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x016EFA97C62754CDD085B3AE32381C5BA3BC64818664133C098A802463A67100DBBB3FA00EBF20D74C7ED3E88D07BF583660390D92C5D6701048CC888D371669F2,10/21/2016 23:01,10/21/2016 23:03,English Through Movies,Active Listening and Speaking,American Idioms and Slang,American Idioms and Slang,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01291DB518B5DF5DCCC059CEB208CD31EEC23FA369D76A5148BF82FBDE47DC91FCEE46B7DF639934EE2FEB6AC758FF76A8259B3F9F1C4D254AC436CFB6094AB0B8,10/21/2016 20:55,10/21/2016 21:19,Public Speaking,Active Listening and Speaking,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01412E2BF2609E77435E32A83857B180FED5481CAFE7BDCE04CF642480DBF7D837F3323A8297885B90AF39969FCDFBD08DDCCA336BAEE144D82983862F72F0B13B,10/21/2016 18:55,10/21/2016 18:58,Active Listening and Speaking,Active Listening and Speaking,TOEFL Preparation,TOEFL Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x013DC946D7A154CED86C221759A100E3B234D96E7FEF1138A2B3E94F46A73DA729746E2C4E2B6F2355D79D5F874A4DF9976DEA4A92DDFC128ED73C34D54E0788C6,10/21/2016 18:48,10/21/2016 18:54,English Through Movies,College Workshop,TOEFL Preparation,American Idioms and Slang,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x010C10AF22C6FC34A222407FE72F3FDEE7EDA9BC2A309553541FD69658101B5B5F1BAE085E7DDE87085734BA21351BAC861835A48F7294030DE22934ACE3E58A4E,10/21/2016 17:27,10/21/2016 17:32,English Through Movies,Business English,TOEFL Preparation,Word Play (Academic Vocabulary Development),AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x013DFDC6A60ECBA3269841549D07D991B375B6B30BEDEA10B5E73BE1C4C2D951C0E15677263B8F1569A1FBA9BDFB9287D4467988B7742E0358A86E154F0FC2F1AF,10/21/2016 16:08,10/23/2016 13:14,Public Speaking,Active Listening and Speaking,American Pronunciation,American Idioms and Slang,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x0151A861AEDE8AB4C0AB250A347983245CDA4A11EE1AEE6C8A7C3BB6DBC7C722331603D4DD8D45DB14F54EBD48C99F0A06D517E342A70BC98035CDB4C0854870C4,10/21/2016 16:06,10/21/2016 16:10,College Workshop,Active Listening and Speaking,TOEFL Preparation,IELTS Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x011AC847348DFAB6E5B5C0CEE41DEF23460CCB19FAD29591D133DD3E8A063BA04A288669793477165DD961DA8EFB7443F52061AFC0EC32DFC36A0C20B2E088B944,10/21/2016 16:03,10/21/2016 16:11,Active Listening and Speaking,English Through Movies,Current Events,Word Play (Academic Vocabulary Development),AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01B45F21821482025489203828A0ABBA8BAEF73939ABDBDB9D321C4009D40BC3F17917ADDB311490C6F3F160EB2E3A52C7F3A76314CFED25E32C255A029189DB6C,10/21/2016 15:12,10/22/2016 10:09,Public Speaking,Active Listening and Speaking,TOEFL Preparation,Current Events,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01FB795831BCB14280298B94BCF9E9C732EB475AB39FB35E03441F20237CC62528DEC0082D7F584BD5CC12D4DBAEC8163628079D729BFCE13E972E92E5EAA15BE6,10/21/2016 14:38,10/21/2016 14:43,Active Listening and Speaking,English Through Movies,American Pronunciation,Current Events,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01481D49D74647C57EE16E066ADF7FA3CC0505B9F6E08AE50505A2CCD69F3567D213C80147DF4B1EE640D7773D70FED0CD6E01795E05C7D62CA247CC701C4821D9,10/21/2016 14:34,10/21/2016 14:36,English Through Movies,Grammar In Use,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x013C74BDB6A23214839BBAFE7E2871B69CA2DD423635499473BE542B1A67034F67134475919E3BF590A2F0797B33D5BA830A459FE376E96A92B434FA3B3D1F533B,10/21/2016 14:33,10/21/2016 14:35,English Through Movies,Grammar In Use,Word Play (Academic Vocabulary Development),American Idioms and Slang,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01224A01553F7C5A249B7E01B79BD3C819E6EFAFE4E7C80CEBE0254663F809060E1EBB07F3439DB24F63CA6F0A2C28F1693AA58709F6BBB65DEDEF5E8BBA22B387,10/21/2016 14:13,10/25/2016 12:03,College Workshop,Grammar In Use,American Pronunciation,English Through Drama,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x0178A800E6742A976DAC3A55FB35A86A83FF7AF60115A100375A7C4EE357C2FE67CF137CD0FA880698E2CB548B196B096086EAE764BFFF1A6A5EA33DEB6B61ED88,10/21/2016 14:06,10/21/2016 14:09,English Through Movies,Business English,TOEFL Preparation,American Pronunciation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01BF7E6BC9058984AEBFCA460952989294686C7307C438E3A2BB1EECD561553F6593FA518C2363C9BECACA6B4D14C340A2F04879DD847623F2FAD05E4A3DE4D343,10/21/2016 13:32,10/24/2016 16:08,Business English,Public Speaking,American Pronunciation,American Idioms and Slang,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x015C57E8C34836B1D313652BDDD4C7B897EFCF489E44CA563711D1B3863A7D0513C2965051FF3DD4A1C3938982F27DB8CAB8B225B56CEB98E4221819DAB6291A45,10/21/2016 11:04,10/21/2016 11:07,Active Listening and Speaking,Active Listening and Speaking,Word Play (Academic Vocabulary Development),TOEFL Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x0109E89119FB00063316D0EC532C76356B6374867805E821530D0ABE5C0E131AFFCA09900F5F12C7CD3917E668CEC203201A42E808CEDBB63507CED66261B0D30B,10/21/2016 11:00,10/22/2016 21:21,English Through Movies,English Through Movies,Word Play (Academic Vocabulary Development),Word Play (Academic Vocabulary Development),AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x0179A7DD15344830262379A07C785A9271932D3CFD613FABE9A163B5FCCF554CB0739D73D355E2F3546526977B209F237C928020CCF53662AFEED8FB4F9C01C784,10/21/2016 10:57,10/21/2016 11:00,English Through Movies,English Through Movies,TOEFL Preparation,TOEFL Preparation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x019097A1A39AC7323FBACA0CD994F31BB4A12EC3123A5605839677890CEEA10627C82D98C7FCF3CEE2B8F5F5279ECE1E11CE437BD04723D38601B396D4FE06ED1C,10/21/2016 10:56,10/22/2016 13:33,Public Speaking,Grammar In Use,IELTS Preparation,American Pronunciation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01FDDC87A6A7E2F43D401E718067EDA402A6D76B71210F8FE953A540B2554EFC13269098F319FDDFBA3014FC3FCDEE8E7894BF8577E1267AADB12672D11D5FB1C8,10/21/2016 10:56,10/23/2016 3:02,English Through Movies,Active Listening and Speaking,English Through Drama,American Pronunciation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x01F4D51B9E05C97639371804D1E8A4B074813B908F80821485F1F23A609E0ECC00CA9AE2B95FFD1DBAA129F34BF3B672721140A2491CEA92BB8012C016C251733A,10/21/2016 10:55,10/21/2016 11:01,English Through Movies,Grammar In Use,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Fall_2016_2nd_Half_Elective_Preferences_Advanced
0x013EC72891C8037DE4BE909B581B7B0D7DC57499255A27528197A2390CD2E375A7BE3C789D1EDC93AEDAADB394D987716F47160309A341F9BD94AD40D9A0714539,4/21/2016 18:54,4/21/2016 18:57,English Through Movies,English Through Movies,Current Events,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0173B5567E72C24599836BA2063716D8A0CC10DBBCA0FD0D046F0DBF066DB88E37CFEF7124E0F10C8EAF00E858C95FEA75B32EB3ECB998C70A6C339D3DA6ABA1BE,4/21/2016 18:18,4/21/2016 18:57,English Through Movies,Active Listening and Speaking,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01454858C7B5608FD2089D10B66D5CFBCD2F02E6DBCDD95EF56402076E1B1BBBB4DD582D089158E40FA605EFBCA182CC502FA7EB1CD31D2952D8670805D981674D,4/21/2016 18:20,4/21/2016 18:21,Public Speaking,Active Listening and Speaking,Word Play (Academic Vocabulary Development),IELTS Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01CCC966AB4FCF10801CFC9C2EF8BFC9217CEDFF7FC826EBD00B8A5D8AB73BDF50A228E7FA8E6769F5E21DD44259B17AFEF97D9A4E278912E43BDD4612E7BC9449,4/21/2016 17:55,4/21/2016 17:57,Grammar In Use,English Through Movies,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x011921DA27175D2C23C62F0B695E3490B7D6754C74497CF060AE736DC8E41BD91720161B9E5A8572DF7E3AC29F641BA569AFE3B57F0A88B0D62FD253B425E04D1B,4/21/2016 17:46,4/21/2016 17:48,Business English,English Through Movies,American Idioms and Slang,English Through Drama,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01DAB9F9B3E966A1962FDBCC3A82C97042BC5347227E86A4D6A86B79D3AD913E1D32D702DCB8C0653BAC8E56CB6DECC5CFA45882656FEF853B8F9241F2969A30E1,4/21/2016 17:05,4/26/2016 21:00,Public Speaking,English Through Movies,Current Events,American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01BC6978C8ED92076C491F2A8DA214A482ACFE0670773BC2298D5F055CA16FC6D0A3FCEFAF9D869E170936816AEE1D672D0D87C52A847B9E18DEEAFEC5B4D2CE82,4/21/2016 17:04,4/21/2016 17:07,Grammar In Use,Business English,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01FF8F1236537E1210FB36F56C0A867D6AA47FC415F6C3689B65C66DBFEEA833A77BE8B937B5ABD0B31B184C92C6A8419A8A8030381F86EDD1B3524E788296E483,4/21/2016 16:25,4/21/2016 16:29,Public Speaking,Public Speaking,American Pronunciation,American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x017860B89B3BD9F9ACFC0504E5BDD7679D1605575809FB31BA75A2B06E5786693DDBB67A885DFB552659FAEC8A38C55A7B527AE0A57FE8BFB23193705D92A4F6DF,4/21/2016 16:03,4/21/2016 16:04,English Through Movies,Public Speaking,Current Events,American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01C45C5FA1FB9BF0410172D12158334D912853139D375D755E95BD7D7E4DBD590EF45A0E6C17B54F322C67E279724A5D6B794421EF56FA893019B0A2510F4341B3,4/21/2016 15:52,4/21/2016 16:26,English Through Movies,College Workshop,Current Events,TOEFL Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x014CD5AA3146CEA5B16030B0A409B98CFCC10B572A7E6764B4735EAE2019F71EA727B31B041E49254722C7C349F6AABDCA98DC674AF0AB979FC85CEDAFDFF15961,4/21/2016 15:51,4/21/2016 15:53,Public Speaking,Active Listening and Speaking,IELTS Preparation,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0151D84CC4B0814DA4696D7D86E8045971F0404E4B241E75DE7B678198DA9290B0CD3EC1D3B2AD966761B9929D1EB18BC0CA7F64B9865597491EC5BA6046EDA815,4/21/2016 15:30,4/26/2016 21:20,Public Speaking,English Through Movies,Current Events,English Through Drama,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0194F38222DAFFD6092E454407C2F312A919750199B6A6D5566F415E929F7310ED9A195DB54B1BE51382E72E0D9CF125E3D95117CD29915684C8BCF2CB570D72D4,4/21/2016 15:17,4/26/2016 19:29,English Through Movies,Active Listening and Speaking,TOEFL Preparation,American Idioms and Slang,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0124CC0D434CB75FD7B04BB8D0A2DCD3211A9E2D53DEC4B4159BE19054E241C67238B59945DA6755CEA4C1AFEC75EB9F8E3782423B056DEF280DEA2701DCBED0E4,4/21/2016 15:12,4/21/2016 15:14,English Through Movies,Active Listening and Speaking,IELTS Preparation,IELTS Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0100EB56901F57DB4FC812B3FB76895A8DA681BCC5BF224EBCD3637A42D800BEBAE2F60AD8314AC341227D5242C5DA24983B7EFFC77891660CEC9E7ACB27354733,4/21/2016 13:29,4/21/2016 15:13,Public Speaking,Active Listening and Speaking,IELTS Preparation,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0131FBEC1A3EC0FC6B92955F223C9B31A2CB7436706FE65E1A74917174E248D9A90EEC89A99ED3EB4A393388B299CABFE286741854791FDB25EC570E13D3CA18AE,4/21/2016 14:53,4/23/2016 23:32,English Through Movies,Public Speaking,American Idioms and Slang,Word Play (Academic Vocabulary Development),AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x019711C09809249BD14DD8DFCDF97DAA336CA944E55F0EA22E9D60A391F8B1E794DC1DEE38127F7F15AF5FA40035ED5F942C4F76283C9CFDEF776943C049D14746,4/21/2016 14:19,4/26/2016 18:43,Public Speaking,Business English,IELTS Preparation,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x019BB65DC55007D840011CDFBDC6FC2160101CDBDB51949CC5D81F49A07107BAD184DBE897BE15123E8F94C236AF53E17B8878AB0F04F36664A67E9D2AD98B1013,4/21/2016 14:05,4/21/2016 14:06,English Through Movies,Business English,American Idioms and Slang,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01E0DB8DCFC5CBEB8B016D60E1268AE7336F5FF1C73BE6699AE9C3F2DF509F0FA770035B951EB095F0884899CEC2E7847FD53126CD31FD3463116CF38A6A3DAE80,4/21/2016 14:03,4/21/2016 14:07,College Workshop,Public Speaking,Current Events,American Idioms and Slang,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01A7CBCF64436C459D9DC42920876D06E0D17F6E61F6B4797696AC3913860694C0CFC80D461A20DE1815D492CD04F77DE3BFA36624AC45905A573B2E1899BAB8A0,4/21/2016 13:30,4/21/2016 13:34,Active Listening and Speaking,Business English,American Idioms and Slang,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01116AE9F224A506959DA3AB381894FE2ACC86BA531204AF7222754CB0581E51C5EFBCE61068DFB49A726A059C290043F11CD23625B33A68F29323BBAB22B5C820,4/21/2016 13:30,4/21/2016 13:32,English Through Movies,Public Speaking,IELTS Preparation,Current Events,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x01DC7B97E487191371B20F41B0A5AAE7B46C5A32531E4087C6C03D84F7FD3B247A60A3BBDC72A0C0E96D78A2D984F1ADDA2A4D155D3B9364798186315B4701D661,4/21/2016 13:09,4/21/2016 13:10,English Through Movies,English Through Movies,Current Events,American Pronunciation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x018C8B79C1D561E36442CD9EFACFC1501C95C416AF94AE07928A71F17D172857BF2B951DD8A48DFC1C1FECD91B4C62CC3B9F50203147CACB88924FE3D224F95006,4/21/2016 13:02,4/21/2016 13:26,Public Speaking,Active Listening and Speaking,IELTS Preparation,IELTS Preparation,AIEP_Spring_2016_2nd_Half_Elective_Preferences_Advanced
0x0176CA2EE9979B7737F93594381F9617FDA9BABF98DD414D849765793A40E5865D67EFE639A37AF76771A1F3E3D7C59C158495B26D7CD376B2CE4823E230C24783,7/26/2016 14:05,7/26/2016 14:13,English Through Movies,Grammar In Use,TOEFL Preparation,Current Events,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Advanced
0x01BB434A26EE38235083A578DF65FD349BD88851E7F194265C72BF649D0692CADA89A0624AE9DA4D74FFE4A3D3A5F9D102366131BB2FD41EC6D559E9EEBDA344A0,7/26/2016 10:51,7/26/2016 10:54,English Through Movies,English Through Movies,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Advanced
0x012CF2952C7408334C4DADCDC2419042A77504DEBE021A40ADE15C9FB76329235B3A27B5E8472522E357D85097B278B4400549B753C63BD5039DE1E63D31B2B1C1,7/21/2016 13:56,7/21/2016 13:57,Active Listening and Speaking,Business English,TOEFL Preparation,American Idioms and Slang,AIEP_Summer_2016_2nd_Half_Elective_Preferences_Advanced
0x01284AF2D592F0AAC501E5C1BC7DEBBFEFC6D93E4176CA10AF690081F0E04394C29041A5C9D4714B39FAB3067172056284319F3275EAFE79DBD6CE0E1B830CA717,2/7/2017 23:06,2/8/2017 7:13,English Through Movies,College Workshop,IELTS Preparation,IELTS Preparation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01704D94958DBD2075174ED8CF38669BBBD29EBE14AEFD95211C5DD979E08A62A59D6DFDB10FFC5DE1A3701A72353B9083250ABC80BE60A59E413ABB92E4BA50B0,2/7/2017 23:19,2/7/2017 23:21,English Through Movies,Grammar In Use,American Idioms and Slang,American Pronunciation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x013184EFEC52CEBC5ACBAA2AD32E4CFA863A6F34EA8EC0AA5FF754D54CE875B6EFCF8A3A447883EC7C4E9690097B4A8CB006D338B7E2DB2398547B9610FB1D94EF,2/7/2017 22:39,2/7/2017 22:39,NULL,NULL,NULL,NULL,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01D75706CD82420900B8FBFB5960B9D3509D5F7343EFA5746BE49305705572E204BED02864FA9FAC3920E5C524CF9D9B72ABE0C95969FFE85DE6EBFFC24728ADC6,2/7/2017 18:35,2/7/2017 18:42,Active Listening and Speaking,Public Speaking,TOEFL Preparation,Current Events,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x0109F3FD0977A9AF8A0EC4FCA8708F1A23B82ACDF291D1B3BA2074ABBF8FC61F506AC35C884C2DDA9FCE38CDFF1B365280A70CA24E8862A0E2D6BBB2371252625B,2/7/2017 18:30,2/7/2017 18:32,English Through Movies,Business English,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x013CDDFECB46A28D94950BC22314D4F14F30B0506B0955C807E7A3E9E1CB318D195655B0D0CB75BA00D9055A9CE0797CB8457C5D8187373E5631C3E0BA27BF601F,2/7/2017 0:41,2/7/2017 1:01,English Through Movies,English Through Movies,Word Play (Academic Vocabulary Development),American Pronunciation,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
0x01D4AD466E2430EC6A7900F248A41EB840DD7BAEA7FD8867B61A2489A73745ABB382973827062DFF4227E9A90E676FE42AF62FEF81A90D2F45A66C8CAF6C3621C7,2/6/2017 23:34,2/7/2017 21:08,English Through Movies,Business English,TOEFL Preparation,American Idioms and Slang,AIEP_Winter_2017_2nd_Half_Elective_Preferences_Advanced
